Member,DocID,Owner,Asset,Ticker,Transaction Type,Transaction Date,Notification Date,Amount,Filing Status,Description
Gottheimer,20023973,JT,Endava plc American Depositary,NaN,P,10/16/2023,11/07/2023,"$1,001 - $15,000",New,
Gottheimer,20023973,JT,ENN Energy Holdings Ltd,NaN,P,10/16/2023,11/07/2023,"$1,001 - $15,000",NewID Owner Asset Transaction Date Notification Amount Cap.,
Gottheimer,20023973,JT,Exact Sciences Corporation ,NaN,P,10/16/2023,11/07/2023,"$1,001 - $15,000",New,
Gottheimer,20023973,JT,Fanuc Corporation Unsponsored ADR,NaN,P,10/16/2023,11/07/2023,"$1,001 - $15,000",New,
Gottheimer,20023973,JT,Fidelity National Information,NaN,P,10/16/2023,11/07/2023,"$1,001 - $15,000",New,
Gottheimer,20023973,JT,"First Solar, Inc. ",FSLR,P,10/16/2023,11/07/2023,"$1,001 - $15,000",New,
Gottheimer,20023973,JT,Fox Factory Holding Corp. ,NaN,P,10/16/2023,11/07/2023,"$1,001 - $15,000",New,
Gottheimer,20023973,JT,Genmab A/S,NaN,P,10/16/2023,11/07/2023,"$1,001 - $15,000",New,
Gottheimer,20023973,JT,Integra LifeSciences Holdings,NaN,P,10/16/2023,11/07/2023,"$1,001 - $15,000",New,
Gottheimer,20023973,JT,NITORI HOLDINGS CO U/ADR,NaN,P,10/16/2023,11/07/2023,"$1,001 - $15,000",New,
Gottheimer,20023973,JT,Novozymes A/S Unsponsored,NaN,P,10/16/2023,11/07/2023,"$1,001 - $15,000",New,
Gottheimer,20023973,JT,ON Semiconductor Corporation ,ON,P,10/16/2023,11/07/2023,"$1,001 - $15,000",New,
Gottheimer,20023973,JT,"Phreesia, Inc. ",NaN,P,10/16/2023,11/07/2023,"$1,001 - $15,000",New,
Gottheimer,20023973,JT,Ping An Insurance ,NaN,P,10/16/2023,11/07/2023,"$1,001 - $15,000",New,
Gottheimer,20023973,JT,"Revolve Group, Inc. Class A ",NaN,P,10/16/2023,11/07/2023,"$1,001 - $15,000",New,
Gottheimer,20023973,JT,SHIMANO INC UNSP/ADR,NaN,P,10/16/2023,11/07/2023,"$1,001 - $15,000",New,
Gottheimer,20023973,JT,Shionogi & Co Ltd Unsponsored ADR,NaN,P,10/16/2023,11/07/2023,"$1,001 - $15,000",NewID Owner Asset Transaction Date Notification Amount Cap.,
Gottheimer,20023973,JT,"Shoals Technologies Group, Inc.",NaN,P,10/16/2023,11/07/2023,"$1,001 - $15,000",New,
Gottheimer,20023973,JT,Silgan Holdings Inc. ,NaN,P,10/16/2023,11/07/2023,"$1,001 - $15,000",New,
Gottheimer,20023973,JT,Starbucks Corporation ,SBUX,P,10/16/2023,11/07/2023,"$1,001 - $15,000",New,
Gottheimer,20023973,JT,"The Shyft Group, Inc. ",NaN,P,10/16/2023,11/07/2023,"$1,001 - $15,000",New,
Gottheimer,20023973,JT,"Thoughtworks Holding, Inc. ",NaN,P,10/16/2023,11/07/2023,"$1,001 - $15,000",New,
Gottheimer,20023973,JT,Utz Brands Inc Class A ,NaN,P,10/16/2023,11/07/2023,"$1,001 - $15,000",New,
Gottheimer,20023973,JT,Verizon Communications Inc. ,VZ,P,10/16/2023,11/07/2023,"$1,001 - $15,000",New,
Gottheimer,20023973,JT,Viavi Solutions Inc. ,NaN,P,10/16/2023,11/07/2023,"$1,001 - $15,000",New,
Gottheimer,20023973,JT,Alphabet Inc.,GOOG,S (partial),10/11/2023,11/07/2023,"$1,001 - $15,000",New,
Gottheimer,20023973,JT,Ducommun Incorporated ,NaN,P,10/11/2023,11/07/2023,"$1,001 - $15,000",New,
Gottheimer,20023973,JT,Eli Lilly and Company ,LLY,P,10/11/2023,11/07/2023,"$1,001 - $15,000",New,
Gottheimer,20023973,JT,"Lowe's Companies, Inc. ",LOW,S (partial),10/11/2023,11/07/2023,"$1,001 - $15,000",New,
Gottheimer,20023973,JT,Microsoft Corporation ,MSFT,S (partial),10/11/2023,11/07/2023,"$1,001 - $15,000",New,
Gottheimer,20023973,JT,"Tesla, Inc. ",TSLA,S (partial),10/11/2023,11/07/2023,"$1,001 - $15,000",New,
Gottheimer,20023973,JT,"UFP Industries, Inc. ",NaN,S (partial),10/11/2023,11/07/2023,"$1,001 - $15,000",New,
Gottheimer,20023973,JT,Jabil Inc. ,JBL,P,10/09/2023,11/07/2023,"$1,001 - $15,000",New,
Gottheimer,20023833,JT,Apple Inc. ,AAPL,S (partial),09/26/2023,10/11/2023,"$1,001 - $15,000",New,
Gottheimer,20023833,JT,Northrop Grumman Corporation,NOC,P,09/26/2023,10/11/2023,"$1,001 - $15,000",New,
Gottheimer,20023833,JT,Target Corporation ,TGT,S,09/26/2023,10/11/2023,"$1,001 - $15,000",New,
Gottheimer,20023833,JT,Broadcom Inc. ,AVGO,P,09/22/2023,10/11/2023,"$1,001 - $15,000",New,
Gottheimer,20023833,JT,Mastercard Incorporated ,MA,P,09/22/2023,10/11/2023,"$1,001 - $15,000",New,
Gottheimer,20023833,JT,"Tesla, Inc. ",TSLA,P,09/22/2023,10/11/2023,"$1,001 - $15,000",New,
Gottheimer,20023833,JT,Eli Lilly and Company ,LLY,P,09/21/2023,10/11/2023,"$1,001 - $15,000",New,
Gottheimer,20023833,JT,"Intapp, Inc. ",NaN,P,09/18/2023,10/11/2023,"$1,001 - $15,000",New,
Gottheimer,20023833,JT,"Veritex Holdings, Inc. ",NaN,S,09/18/2023,10/11/2023,"$1,001 - $15,000",New,
Gottheimer,20023833,JT,ADYEN NV UNSP/ADR ,NaN,S,09/15/2023,10/11/2023,"$1,001 - $15,000",New,
Gottheimer,20023833,JT,Allegiant Travel Company ,NaN,S,09/15/2023,10/11/2023,"$1,001 - $15,000",New,
Gottheimer,20023833,JT,Alphabet Inc.,GOOG,P,09/15/2023,10/11/2023,"$1,001 - $15,000",New,
Gottheimer,20023833,JT,"Arcutis Biotherapeutics, Inc.",NaN,S,09/15/2023,10/11/2023,"$1,001 - $15,000",New,
Gottheimer,20023833,JT,"Azenta, Inc. ",NaN,S (partial),09/15/2023,10/11/2023,"$1,001 - $15,000",New,
Gottheimer,20023833,JT,"BioCryst Pharmaceuticals, Inc.",NaN,S,09/15/2023,10/11/2023,"$1,001 - $15,000",New,
Gottheimer,20023833,JT,Crown Castle Inc. ,CCI,S (partial),09/15/2023,10/11/2023,"$1,001 - $15,000",New,
Gottheimer,20023833,JT,"CryoPort, Inc. ",NaN,S,09/15/2023,10/11/2023,"$1,001 - $15,000",New,
Gottheimer,20023833,JT,CSPC PHARMS GRP U/ADR ,NaN,S,09/15/2023,10/11/2023,"$1,001 - $15,000",New,
Gottheimer,20023833,JT,"Dominion Energy, Inc. ",D,S,09/15/2023,10/11/2023,"$15,001 - $50,000",New,
Gottheimer,20023833,JT,Endava plc American Depositary S,NaN,S (partial),09/15/2023,10/11/2023,"$1,001 - $15,000",New,
Gottheimer,20023833,JT,ENN Energy Holdings Ltd,NaN,S,09/15/2023,10/11/2023,"$1,001 - $15,000",New,
Gottheimer,20023833,JT,Exact Sciences Corporation ,NaN,S (partial),09/15/2023,10/11/2023,"$1,001 - $15,000",New,
Gottheimer,20023833,JT,Fanuc Corporation Unsponsored ADR S,NaN,S (partial),09/15/2023,10/11/2023,"$1,001 - $15,000",New,
Gottheimer,20023833,JT,Fidelity National Information S,NaN,S (partial),09/15/2023,10/11/2023,"$1,001 - $15,000",New,
Gottheimer,20023833,JT,"First Solar, Inc. ",FSLR,S (partial),09/15/2023,10/11/2023,"$1,001 - $15,000",New,
Gottheimer,20023833,JT,Fox Factory Holding Corp. ,NaN,S (partial),09/15/2023,10/11/2023,"$1,001 - $15,000",New,
Gottheimer,20023833,JT,Genmab A/S,NaN,S,09/15/2023,10/11/2023,"$1,001 - $15,000",New,
Gottheimer,20023833,JT,Integra LifeSciences Holdings S,NaN,S (partial),09/15/2023,10/11/2023,"$1,001 - $15,000",New,
Gottheimer,20023833,JT,"Moderna, Inc. ",MRNA,S,09/15/2023,10/11/2023,"$1,001 - $15,000",New,
Gottheimer,20023833,JT,NITORI HOLDINGS CO U/ADR S,NaN,S (partial),09/15/2023,10/11/2023,"$1,001 - $15,000",New,
Gottheimer,20023833,JT,Novozymes A/S Unsponsored,NaN,S,09/15/2023,10/11/2023,"$1,001 - $15,000",New,
Gottheimer,20023833,JT,"Phreesia, Inc. ",NaN,S (partial),09/15/2023,10/11/2023,"$1,001 - $15,000",New,
Gottheimer,20023833,JT,Ping An Insurance ,NaN,S,09/15/2023,10/11/2023,"$1,001 - $15,000",New,
Gottheimer,20023833,JT,SHIMANO INC UNSP/ADR,NaN,S,09/15/2023,10/11/2023,"$1,001 - $15,000",New,
Gottheimer,20023833,JT,Shionogi & Co Ltd Unsponsored ADR,NaN,S,09/15/2023,10/11/2023,"$1,001 - $15,000",New,
Gottheimer,20023833,JT,"Shoals Technologies Group, Inc.",NaN,S (partial),09/15/2023,10/11/2023,"$1,001 - $15,000",New,
Gottheimer,20023833,JT,Silgan Holdings Inc. ,NaN,S (partial),09/15/2023,10/11/2023,"$1,001 - $15,000",New,
Gottheimer,20023833,JT,Starbucks Corporation ,SBUX,S (partial),09/15/2023,10/11/2023,"$1,001 - $15,000",New,
Gottheimer,20023833,JT,"The Shyft Group, Inc. ",NaN,S,09/15/2023,10/11/2023,"$1,001 - $15,000",New,
Gottheimer,20023833,JT,"Thoughtworks Holding, Inc. ",NaN,S,09/15/2023,10/11/2023,"$1,001 - $15,000",New,
Gottheimer,20023833,JT,Utz Brands Inc Class A ,NaN,S,09/15/2023,10/11/2023,"$1,001 - $15,000",New,
Gottheimer,20023833,JT,"Veracyte, Inc. ",NaN,S (partial),09/15/2023,10/11/2023,"$1,001 - $15,000",New,
Gottheimer,20023833,JT,"Veritex Holdings, Inc. ",NaN,S (partial),09/15/2023,10/11/2023,"$1,001 - $15,000",New,
Gottheimer,20023833,JT,Verizon Communications Inc. ,VZ,S,09/15/2023,10/11/2023,"$1,001 - $15,000",New,
Gottheimer,20023833,JT,Viavi Solutions Inc. ,NaN,S (partial),09/15/2023,10/11/2023,"$1,001 - $15,000",New,
Gottheimer,20023833,JT,Atlas Copco Ab Sponsored ADR S,NaN,S (partial),09/12/2023,10/11/2023,"$1,001 - $15,000",New,
Gottheimer,20023833,JT,"DexCom, Inc. ",DXCM,S,09/12/2023,10/11/2023,"$1,001 - $15,000",New,
Gottheimer,20023833,JT,Eli Lilly and Company ,LLY,P,09/12/2023,10/11/2023,"$1,001 - $15,000",New,
Gottheimer,20023833,JT,Fomento Economico Mexicano S.A.B. S,NaN,S (partial),09/12/2023,10/11/2023,"$1,001 - $15,000",New,
Gottheimer,20023833,JT,L'Oreal Co. American Depositary,NaN,P,09/12/2023,10/11/2023,"$1,001 - $15,000",New,
Gottheimer,20023833,JT,Mastercard Incorporated ,MA,P,09/07/2023,10/11/2023,"$1,001 - $15,000",New,
Gottheimer,20023833,JT,RBC Bearings Incorporated ,NaN,S (partial),09/06/2023,10/11/2023,"$1,001 - $15,000",New,
Gottheimer,20023257,JT,AbbVie Inc. ,ABBV,S (partial),06/26/2023,07/06/2023,"$1,001 - $15,000",New,
Gottheimer,20023257,JT,Adobe Inc. ,ADBE,P,06/26/2023,07/06/2023,"$1,001 - $15,000",New,
Gottheimer,20023257,JT,Broadcom Inc. ,AVGO,P,06/26/2023,07/06/2023,"$1,001 - $15,000",New,
Gottheimer,20023257,JT,"Meta Platforms, Inc.",NaN,P,06/26/2023,07/06/2023,"$1,001 - $15,000",New,
Gottheimer,20023257,JT,Monster Beverage Corporation,MNST,P,06/26/2023,07/06/2023,"$1,001 - $15,000",New,
Gottheimer,20023257,JT,Seagen Inc. ,NaN,S (partial),06/26/2023,07/07/2023,"$1,001 - $15,000",New,
Gottheimer,20023257,JT,Shopify Inc. Class A Subordinate,NaN,P,06/26/2023,07/06/2023,"$1,001 - $15,000",New,
Gottheimer,20023257,JT,"United Parcel Service, Inc. ",UPS,S (partial),06/26/2023,07/06/2023,"$1,001 - $15,000",New,
Gottheimer,20023257,JT,"Advanced Micro Devices, Inc. ",AMD,S (partial),06/22/2023,07/06/2023,"$1,001 - $15,000",New,
Gottheimer,20023257,JT,Amphenol Corporation ,APH,S (partial),06/22/2023,07/06/2023,"$1,001 - $15,000",New,
Gottheimer,20023257,JT,"HubSpot, Inc. ",NaN,S (partial),06/22/2023,07/06/2023,"$1,001 - $15,000",New,
Gottheimer,20023257,JT,Intuit Inc. ,INTU,S (partial),06/22/2023,07/06/2023,"$1,001 - $15,000",New,
Gottheimer,20023257,JT,"Lowe's Companies, Inc. ",LOW,S (partial),06/22/2023,07/06/2023,"$1,001 - $15,000",New,
Gottheimer,20023257,JT,NVIDIA Corporation ,NVDA,S (partial),06/22/2023,07/06/2023,"$1,001 - $15,000",New,
Gottheimer,20023257,JT,Oracle Corporation ,ORCL,S (partial),06/22/2023,07/06/2023,"$1,001 - $15,000",New,
Gottheimer,20023257,JT,"Regeneron Pharmaceuticals, Inc. S",REGN,S (partial),06/22/2023,07/06/2023,"$1,001 - $15,000",New,
Gottheimer,20023257,JT,"Rockwell Automation, Inc. ",ROK,S (partial),06/22/2023,07/06/2023,"$1,001 - $15,000",New,
Gottheimer,20023257,JT,"Synopsys, Inc. ",SNPS,S (partial),06/22/2023,07/06/2023,"$1,001 - $15,000",New,
Gottheimer,20023257,JT,"Tesla, Inc. ",TSLA,S (partial),06/22/2023,07/06/2023,"$1,001 - $15,000",New,
Gottheimer,20023257,JT,Apple Inc. ,AAPL,S (partial),06/16/2023,07/06/2023,"$1,001 - $15,000",New,
Gottheimer,20023257,JT,Charles Schwab Corporation ,SCHW,P,06/16/2023,07/06/2023,"$1,001 - $15,000",New,
Gottheimer,20023257,JT,Credicorp Ltd. ,NaN,P,06/15/2023,07/06/2023,"$1,001 - $15,000",New,
Gottheimer,20023257,JT,Freeport,NaN,S (partial),06/15/2023,07/06/2023,"$1,001 - $15,000",New,
Gottheimer,20023257,JT,Credicorp Ltd. ,NaN,P,06/14/2023,07/06/2023,"$1,001 - $15,000",New,
Gottheimer,20023257,JT,"Artivion, Inc. ",NaN,S (partial),06/13/2023,07/06/2023,"$1,001 - $15,000",New,
Gottheimer,20023257,JT,"Azenta, Inc. ",NaN,S (partial),06/13/2023,07/06/2023,"$1,001 - $15,000",New,
Gottheimer,20023257,JT,"Dominion Energy, Inc. ",D,S (partial),06/13/2023,07/06/2023,"$1,001 - $15,000",New,
Gottheimer,20023257,JT,Haier Smart Home Co LTD ADR S,NaN,S (partial),06/13/2023,07/06/2023,"$1,001 - $15,000",New,ADR stock
Gottheimer,20023257,JT,Horace Mann Educators Corporation S,NaN,S (partial),06/13/2023,07/06/2023,"$1,001 - $15,000",New,
Gottheimer,20023257,JT,Integra LifeSciences Holdings S,NaN,S (partial),06/13/2023,07/06/2023,"$1,001 - $15,000",New,
Gottheimer,20023257,JT,Patterson,NaN,S (partial),06/13/2023,07/06/2023,"$1,001 - $15,000",New,
Gottheimer,20023257,JT,Pharmaceutical GRP LTD ,NaN,S (partial),06/13/2023,07/06/2023,"$1,001 - $15,000",New,ADR stock
Gottheimer,20023257,JT,"Sarepta Therapeutics, Inc. ",NaN,S,06/13/2023,07/06/2023,"$1,001 - $15,000",New,
Gottheimer,20023257,JT,Alphabet Inc.,GOOG,S (partial),06/12/2023,07/06/2023,"$1,001 - $15,000",New,
Gottheimer,20023257,JT,Charles Schwab Corporation ,SCHW,P,06/12/2023,07/06/2023,"$1,001 - $15,000",New,
Gottheimer,20023257,JT,"Helios Technologies, Inc. ",NaN,S (partial),06/12/2023,07/06/2023,"$1,001 - $15,000",New,
Gottheimer,20023257,JT,"Meta Platforms, Inc.",NaN,P,06/12/2023,07/06/2023,"$1,001 - $15,000",New,
Gottheimer,20023257,JT,Monster Beverage Corporation S,MNST,S (partial),06/06/2023,07/06/2023,"$1,001 - $15,000",New,
Gottheimer,20023257,JT,"Netflix, Inc. ",NFLX,P,06/06/2023,07/06/2023,"$1,001 - $15,000",New,
Gottheimer,20023257,JT,Shopify Inc. Class A Subordinate,NaN,P,06/06/2023,07/06/2023,"$1,001 - $15,000",New,
Gottheimer,20023257,JT,"AutoZone, Inc. ",AZO,S (partial),06/01/2023,07/06/2023,"$1,001 - $15,000",New,
Gottheimer,20023257,JT,Microsoft Corporation ,MSFT,P,06/01/2023,07/06/2023,"$1,001 - $15,000",New,
Gottheimer,20022877,JT,"Advanced Micro Devices, Inc. ",AMD,P,04/28/2023,05/03/2023,"$1,001 - $15,000",New,
Gottheimer,20022877,JT,Silgan Holdings Inc. ,NaN,P,04/28/2023,05/03/2023,"$1,001 - $15,000",New,
Gottheimer,20022877,JT,Texas Instruments Incorporated S,TXN,S (partial),04/28/2023,05/03/2023,"$1,001 - $15,000",New,
Gottheimer,20022877,JT,Apple Inc. ,AAPL,P,04/27/2023,05/03/2023,"$1,001 - $15,000",New,
Gottheimer,20022877,JT,Capital One Financial Corporation S,COF,S (partial),04/27/2023,05/03/2023,"$1,001 - $15,000",New,
Gottheimer,20022877,JT,Cognizant Technology Solutions S,NaN,S (partial),04/27/2023,05/03/2023,"$1,001 - $15,000",New,
Gottheimer,20022877,JT,"Etsy, Inc. ",NaN,S (partial),04/27/2023,05/03/2023,"$1,001 - $15,000",New,
Gottheimer,20022877,JT,Microsoft Corporation ,MSFT,S (partial),04/27/2023,05/03/2023,"$1,001 - $15,000",New,
Gottheimer,20022877,JT,Monster Beverage Corporation,MNST,P,04/27/2023,05/03/2023,"$1,001 - $15,000",New,
Gottheimer,20022877,JT,MSCI Inc ,MSCI,S (partial),04/27/2023,05/03/2023,"$1,001 - $15,000",New,
Gottheimer,20022877,JT,"Uber Technologies, Inc. ",UBER,S (partial),04/27/2023,05/03/2023,"$1,001 - $15,000",New,
Gottheimer,20022877,JT,Snap Inc. Class A ,NaN,S,04/26/2023,05/03/2023,"$1,001 - $15,000",New,
Gottheimer,20022877,JT,Alphabet Inc.,GOOG,P,04/24/2023,05/03/2023,"$1,001 - $15,000",New,
Gottheimer,20022877,JT,"First Solar, Inc. ",FSLR,P,04/24/2023,05/03/2023,"$1,001 - $15,000",New,
Gottheimer,20022877,JT,Starbucks Corporation ,SBUX,P,04/21/2023,05/03/2023,"$1,001 - $15,000",New,
Gottheimer,20022877,JT,ConocoPhillips ,COP,S (partial),04/20/2023,05/03/2023,"$1,001 - $15,000",New,
Gottheimer,20022877,JT,"First Solar, Inc. ",FSLR,P,04/19/2023,05/03/2023,"$1,001 - $15,000",New,
Gottheimer,20022877,JT,"Arcutis Biotherapeutics, Inc.",NaN,P,04/17/2023,05/03/2023,"$1,001 - $15,000",New,
Gottheimer,20022877,JT,Crown Castle Inc. ,CCI,P,04/17/2023,05/03/2023,"$1,001 - $15,000",New,
Gottheimer,20022877,JT,Fidelity National,NaN,P,04/17/2023,05/03/2023,"$15,001 - $50,000",New,
Gottheimer,20022877,JT,"Thoughtworks Holding, Inc. ",NaN,P,04/17/2023,05/03/2023,"$1,001 - $15,000",New,
Gottheimer,20022877,JT,"Veritex Holdings, Inc. ",NaN,P,04/17/2023,05/03/2023,"$1,001 - $15,000",New,
Gottheimer,20022877,JT,Charles Schwab Corporation ,SCHW,P,04/14/2023,05/03/2023,"$1,001 - $15,000",New,
Gottheimer,20022877,JT,Utz Brands Inc Class A ,NaN,P,04/14/2023,05/03/2023,"$1,001 - $15,000",New,
Gottheimer,20022877,JT,Amgen Inc. ,AMGN,P,04/12/2023,05/03/2023,"$1,001 - $15,000",New,
Gottheimer,20022877,JT,"AutoZone, Inc. ",AZO,S (partial),04/10/2023,05/03/2023,"$1,001 - $15,000",New,REIT
Gottheimer,20022877,JT,Fox Factory Holding Corp. ,NaN,P,04/10/2023,05/03/2023,"$1,001 - $15,000",New,
Gottheimer,20022877,JT,"Lowe's Companies, Inc. ",LOW,S (partial),04/10/2023,05/03/2023,"$1,001 - $15,000",New,
Gottheimer,20022877,JT,Mastercard Incorporated ,MA,S (partial),04/10/2023,05/03/2023,"$1,001 - $15,000",New,
Gottheimer,20022877,JT,Microsoft Corporation ,MSFT,P,04/10/2023,05/03/2023,"$1,001 - $15,000",New,
Gottheimer,20022877,JT,Monster Beverage Corporation S,MNST,S (partial),04/10/2023,05/03/2023,"$1,001 - $15,000",New,
Gottheimer,20022877,JT,Morgan Stanley ,MS,S (partial),04/10/2023,05/03/2023,"$1,001 - $15,000",New,
Gottheimer,20022877,JT,Apple Inc. ,AAPL,P,04/06/2023,05/03/2023,"$1,001 - $15,000",New,
Gottheimer,20022877,JT,"Enphase Energy, Inc. ",ENPH,S,04/06/2023,05/03/2023,"$1,001 - $15,000",New,
Gottheimer,20022877,JT,"First Solar, Inc. ",FSLR,P,04/06/2023,05/03/2023,"$1,001 - $15,000",New,
Gottheimer,20022877,JT,ChampionX Corporation ,NaN,P,04/05/2023,05/03/2023,"$1,001 - $15,000",New,
Gottheimer,20022877,JT,"Churchill Downs, Incorporated",NaN,S,04/05/2023,05/03/2023,"$1,001 - $15,000",New,
Gottheimer,20022877,JT,"AppFolio, Inc.",NaN,P,04/03/2023,05/03/2023,"$1,001 - $15,000",New,
Gottheimer,20022877,JT,"Netflix, Inc. ",NFLX,S (partial),04/03/2023,05/03/2023,"$1,001 - $15,000",New,
Gottheimer,20022877,JT,NVIDIA Corporation ,NVDA,S (partial),04/03/2023,05/03/2023,"$1,001 - $15,000",New,
Gottheimer,20022877,JT,Oracle Corporation ,ORCL,S (partial),04/03/2023,05/03/2023,"$1,001 - $15,000",New,
Green,20023526,SP,BMC Capital,Stock (Not Publicly Traded),P,08/14/2023,08/14/2023,"$15,001 - $50,000",New,"Precious Metals, Rare Coin Dealership"
Green,20023526,SP,Carbon Rivers Inc,Stock (Not Publicly Traded),P,08/06/2023,08/14/2023,"$250,001 - $500,000",New,Spousal purchase of non traded stock
Green,20023441,SPDR,S&P 500 ,NaN,S,08/04/2023,08/07/2023,"$15,001 - $50,000",New,sell of Jan 24 SPY 440 put
Green,20023441,SPDR,S&P 500 ,NaN,P,07/11/2023,08/04/2023,"$15,001 - $50,000",New,13 SPY Puts strike price $440 expire 1/19/2024
Guest,20023442,SP,Oracle Corporation ,ORCL,Transaction,Date,Notification,Amount,New,
Guest,20023247,SPL,,NaN,OBLIG,BDS,2012,DUE,New,
Guest,20023247,SPL,,NaN,OBLIG,BDS,2017,DUE,New,
Guest,20024107,SP,"Dynatrace, Inc. ",NaN,P,11/13/2023,12/07/2023,"$1,001 - $15,000",New,
Guest,20024107,SP,EVOLUTION AB UNSP/ADR,NaN,P,11/13/2023,12/07/2023,"$1,001 - $15,000",New,
Guest,20024107,SP,"Medpace Holdings, Inc. ",NaN,P,11/13/2023,12/07/2023,"$1,001 - $15,000",New,
Guest,20024107,SP,"Uber Technologies, Inc. ",UBER,P,11/13/2023,12/07/2023,"$1,001 - $15,000",New,
Guest,20024107,SP,"Ulta Beauty, Inc. ",ULTA,P,11/13/2023,12/07/2023,"$1,001 - $15,000",New,
Guest,20023951,SP,"Arista Networks, Inc. ",ANET,P,11/01/2023,11/07/2023,"$1,001 - $15,000",New,
Guest,20023951,SP,"International Seaways, Inc. ",NaN,P,10/27/2023,11/03/2023,"$1,001 - $15,000",New,
Guest,20023951,SP,Uranium Energy Corp. ,NaN,P,10/25/2023,11/03/2023,"$1,001 - $15,000",New,
Guest,20023442,SP,MISSISSIPPI DEV BK SPL,NaN,P,08/09/2023,08/15/2023,"$15,001 - $50,000",New,
Guest,20023442,SP,Permian Resources Corporation Class,NaN,P,08/09/2023,08/15/2023,"$1,001 - $15,000",New,
Guest,20023442,SP,AbbVie Inc. ,ABBV,P,08/07/2023,08/07/2023,"$1,001 - $15,000",New,
Guest,20023442,SP,"Airbnb, Inc.",NaN,P,08/07/2023,08/07/2023,"$1,001 - $15,000",New,
Guest,20023442,SP,Allstate Corporation ,ALL,P,08/07/2023,08/07/2023,"$1,001 - $15,000",New,
Guest,20023442,SP,"Amazon.com, Inc. ",AMZN,P,08/07/2023,08/07/2023,"$1,001 - $15,000",New,
Guest,20023442,SP,Apple Inc. ,AAPL,P,08/07/2023,08/07/2023,"$1,001 - $15,000",New,
Guest,20023442,SP,Chevron Corporation ,CVX,P,08/07/2023,08/07/2023,"$1,001 - $15,000",New,
Guest,20023442,SP,"e.l.f. Beauty, Inc. ",NaN,P,08/07/2023,08/07/2023,"$1,001 - $15,000",New,
Guest,20023442,SP,Exxon Mobil Corporation ,XOM,P,08/07/2023,08/07/2023,"$1,001 - $15,000",New,
Guest,20023442,SP,General Dynamics Corporation ,GD,P,08/07/2023,08/07/2023,"$1,001 - $15,000",New,
Guest,20023442,SP,Johnson & Johnson ,JNJ,P,08/07/2023,08/07/2023,"$1,001 - $15,000",New,
Guest,20023442,SP,JP Morgan Chase & Co. ,JPM,P,08/07/2023,08/07/2023,"$1,001 - $15,000",New,
Guest,20023442,SP,Lincoln National Corporation ,NaN,P,08/07/2023,08/07/2023,"$1,001 - $15,000",New,
Guest,20023442,SP,"Lowe's Companies, Inc. ",LOW,P,08/07/2023,08/07/2023,"$1,001 - $15,000",New,
Guest,20023442,SP,McDonald's Corporation ,MCD,P,08/07/2023,08/07/2023,"$1,001 - $15,000",New,
Guest,20023442,SP,Medtronic plc. Ordinary Shares,MDT,P,08/07/2023,08/07/2023,"$1,001 - $15,000",New,
Guest,20023442,SP,Microsoft Corporation ,MSFT,P,08/07/2023,08/07/2023,"$1,001 - $15,000",New,
Guest,20023442,SP,"NextEra Energy, Inc. ",NEE,P,08/07/2023,08/07/2023,"$1,001 - $15,000",New,
Guest,20023442,SP,NVIDIA Corporation ,NVDA,P,08/07/2023,08/07/2023,"$1,001 - $15,000",New,
Guest,20023442,SP,"Southwest Gas Holdings, Inc.",NaN,P,08/07/2023,08/07/2023,"$1,001 - $15,000",New,
Guest,20023442,SP,"Tesla, Inc. ",TSLA,P,08/07/2023,08/07/2023,"$1,001 - $15,000",New,
Guest,20023442,SP,Tractor Supply Company ,TSCO,P,08/07/2023,08/07/2023,"$1,001 - $15,000",New,
Guest,20023442,SP,"Uber Technologies, Inc. ",UBER,P,08/07/2023,08/07/2023,"$1,001 - $15,000",New,
Guest,20023442,SP,Valero Energy Corporation ,VLO,P,08/07/2023,08/07/2023,"$1,001 - $15,000",New,
Guest,20023442,SP,Walmart Inc. ,WMT,P,08/07/2023,08/07/2023,"$1,001 - $15,000",New,
Guest,20023442,SP,Chord Energy Corporation,NaN,P,08/04/2023,08/07/2023,"$15,001 - $50,000",New,
Guest,20023442,SP,AT&T Inc. ,T,S,08/01/2023,08/04/2023,"$1,001 - $15,000",New,
Guest,20023442,SP,AT&T Inc. ,T,S,08/01/2023,08/07/2023,"$1,001 - $15,000",NewID Owner Asset Transaction Date Notification Amount Cap.,
Guest,20023442,SP,"Kinder Morgan, Inc. ",KMI,S,08/01/2023,08/04/2023,"$15,001 - $50,000",New,
Guest,20023442,SP,Lafayette Cnty Miss Go Pub,NaN,P,08/01/2023,08/07/2023,"$15,001 - $50,000",New,
Guest,20023442,SP,Mississippi St Univ Edl Bldg C REV,NaN,P,08/01/2023,08/07/2023,"$1,001 - $15,000",New,
Guest,20023442,SP,Univ Mississippi MS Eductnl,NaN,P,08/01/2023,08/07/2023,"$50,001 - $100,000",New,
Guest,20023442,SP,Univ Southern Mississippi ED,NaN,P,08/01/2023,08/07/2023,"$15,001 - $50,000",New,
Guest,20023442,SP,"Warner Bros. Discovery, Inc.",NaN,S,08/01/2023,08/07/2023,"$1,001 - $15,000",New,
Guest,20023247,SP,MISSISSIPPI DEV BK SPL OBLIG,MS,P,06/28/2023,07/05/2023,"$1,001 - $15,000",New,
Guest,20023247,SP,MISSISSIPPI DEV BK SPL,NaN,P,06/02/2023,07/05/2023,"$50,001 - $100,000",,
