first_name,last_name,full_name,prefix,source_doc_id,source_line
Keith,Rothfus,Keith Rothfus,Hon.,20007262,"{'Member': 'Rothfus', 'Prefix': 'Hon.', 'FirstName': 'Keith J.', 'LastName': 'Rothfus', 'DocID': '20007262', 'Owner': 'SP', 'Asset': 'Talen Energy Corporation', 'Ticker': 'TlN', 'Transaction Type': 'S', 'Transaction Date': '12/6/2016', 'Notification Date': '12/31/2016', 'Amount': '$1,001 - $15,000', 'Filing Status': 'New', 'Description': 'Stock Redemption'}"
Raul,Ruiz,Raul Ruiz,Hon.,20007694,"{'Member': 'Ruiz', 'Prefix': 'Hon.', 'FirstName': 'Raul', 'LastName': 'Ruiz', 'DocID': '20007694', 'Owner': 'JT', 'Asset': 'apple Inc', 'Ticker': 'AAPL', 'Transaction Type': 'S', 'Transaction Date': '07/5/2017', 'Notification Date': '07/5/2017', 'Amount': '$50,001 - $100,000', 'Filing Status': 'New', 'Description': 'Subholding of: TradePMR'}"
Linda,Sanchez,Linda Sanchez,Hon.,20008477,"{'Member': 'Sanchez', 'Prefix': 'Hon.', 'FirstName': 'Linda T.', 'LastName': 'Sanchez', 'DocID': '20008477', 'Owner': 'DC', 'Asset': 'Microsoft Corporation', 'Ticker': 'MSFT', 'Transaction Type': 'S', 'Transaction Date': '08/4/2017', 'Notification Date': '08/4/2017', 'Amount': '$1,001 - $15,000', 'Filing Status': 'New', 'Description': 'Subholding of: UBS Financial Services'}"
Michael,Simpson,Michael Simpson,Hon.,20008571,"{'Member': 'Simpson', 'Prefix': 'Hon.', 'FirstName': 'Michael K.', 'LastName': 'Simpson', 'DocID': '20008571', 'Owner': 'JT', 'Asset': 'First Trust DJ Internet Index Fund', 'Ticker': 'FDN', 'Transaction Type': 'P', 'Transaction Date': '11/10/2017', 'Notification Date': '11/14/2017', 'Amount': '$1,001 - $15,000', 'Filing Status': 'New', 'Description': 'Subholding of: D.A. Davidson'}"
Louise,Slaughter,Louise Slaughter,Hon.,20008534,"{'Member': 'Slaughter', 'Prefix': 'Hon.', 'FirstName': 'Louise McIntosh', 'LastName': 'Slaughter', 'DocID': '20008534', 'Owner': 'JT', 'Asset': 'Procter & gamble Company', 'Ticker': 'PG', 'Transaction Type': 'P', 'Transaction Date': '11/13/2017', 'Notification Date': '12/1/2017', 'Amount': '$1,001 - $15,000', 'Filing Status': 'New', 'Description': 'Automatic Dividend Reinvestment'}"
Lamar,Smith,Lamar Smith,Hon.,20006545,"{'Member': 'Smith', 'Prefix': 'Hon.', 'FirstName': 'Lamar', 'LastName': 'Smith', 'DocID': '20006545', 'Owner': 'JT', 'Asset': ""Lowe's Companies, Inc"", 'Ticker': 'LOW', 'Transaction Type': 'S', 'Transaction Date': '12/9/2016', 'Notification Date': '01/3/2017', 'Amount': '$1,001 - $15,000', 'Filing Status': 'New', 'Description': 'Subholding of: MERRILL LYNCH INVESTMENT aCCoUNTS'}"
Lloyd,Smucker,Lloyd Smucker,Hon.,20008194,"{'Member': 'Smucker', 'Prefix': 'Hon.', 'FirstName': 'Lloyd K.', 'LastName': 'Smucker', 'DocID': '20008194', 'Owner': 'JT', 'Asset': 'Canadian National Railway Company', 'Ticker': 'CNI', 'Transaction Type': 'S', 'Transaction Date': '08/31/2017', 'Notification Date': '10/6/2017', 'Amount': '$15,001 - $50,000', 'Filing Status': 'New', 'Description': 'Subholding of: TDAMERITRADE IRA'}"
Jackie,Speier,Jackie Speier,Hon.,20007507,"{'Member': 'Speier', 'Prefix': 'Hon.', 'FirstName': 'Jackie', 'LastName': 'Speier', 'DocID': '20007507', 'Owner': 'JT', 'Asset': 'amazon.com, Inc', 'Ticker': 'AMZN', 'Transaction Type': 'P', 'Transaction Date': '06/16/2017', 'Notification Date': '06/19/2017', 'Amount': '$1,001 - $15,000', 'Filing Status': 'New', 'Description': 'Subholding of: Charles Schwab'}"
Michael,Turner,Michael Turner,Hon.,20007546,"{'Member': 'Turner', 'Prefix': 'Hon.', 'FirstName': 'Michael R.', 'LastName': 'Turner', 'DocID': '20007546', 'Owner': 'SP', 'Asset': 'Virginia College Bldg auth Edl Facs Rev', 'Ticker': '', 'Transaction Type': 'P', 'Transaction Date': '06/7/2017', 'Notification Date': '06/29/2017', 'Amount': '$1,001 - $15,000', 'Filing Status': 'New', 'Description': 'Subholding of: SP)'}"
Marc,Veasey,Marc Veasey,Hon.,20007741,"{'Member': 'Veasey', 'Prefix': 'Hon.', 'FirstName': 'Marc A.', 'LastName': 'Veasey', 'DocID': '20007741', 'Owner': 'SP', 'Asset': 'banco bilbao Vizcaya Argentaria .A', 'Ticker': 'bbVA', 'Transaction Type': 'S', 'Transaction Date': '11/7/2016', 'Notification Date': '11/7/2016', 'Amount': '$1,001 - $15,000', 'Filing Status': 'New', 'Description': 'Subholding of: Fidelity Account'}"
John,Yarmuth,John Yarmuth,Hon.,20008556,"{'Member': 'Yarmuth', 'Prefix': 'Hon.', 'FirstName': 'John A.', 'LastName': 'Yarmuth', 'DocID': '20008556', 'Owner': 'JT', 'Asset': 'Allergan plc Ordinary shares', 'Ticker': 'AgN', 'Transaction Type': 'S', 'Transaction Date': '11/9/2017', 'Notification Date': '12/8/2017', 'Amount': '$1,001 - $15,000', 'Filing Status': 'New', 'Description': ''}"
Cindy,Axne,Cindy Axne,Hon.,20019530,"{'Member': 'Axne', 'Prefix': 'Hon.', 'FirstName': 'Cindy', 'LastName': 'Axne', 'DocID': '20019530', 'Owner': 'SP', 'Asset': 'Colgate-Palmolive Company', 'Ticker': 'CL', 'Transaction Type': 'P', 'Transaction Date': '12/31/2019', 'Notification Date': '09/27/2021', 'Amount': '$1,001 - $15,000 gfedc', 'Filing Status': 'New', 'Description': 'Subholding of: Creation Agents LLC 401K'}"
Stephanie,Bice,Stephanie Bice,Hon.,20019292,"{'Member': 'Bice', 'Prefix': 'Hon.', 'FirstName': 'Stephanie', 'LastName': 'Bice', 'DocID': '20019292', 'Owner': 'JT', 'Asset': 'Wells Fargo & Company', 'Ticker': 'WFC', 'Transaction Type': 'S', 'Transaction Date': '08/06/2021', 'Notification Date': '08/06/2021', 'Amount': '$1,001 - $15,000 gfedcb', 'Filing Status': 'New', 'Description': 'Subholding of: ET - Investment'}"
Larry,Bucshon,Larry Bucshon,Hon.,20019726,"{'Member': 'Bucshon', 'Prefix': 'Hon.', 'FirstName': 'Larry', 'LastName': 'Bucshon', 'DocID': '20019726', 'Owner': 'JT', 'Asset': 'Digital World Acquisition Corp. -', 'Ticker': 'DLR', 'Transaction Type': 'P', 'Transaction Date': '10/25/2021', 'Notification Date': '10/25/2021', 'Amount': '$1,001 - $15,000 gfedc', 'Filing Status': 'New', 'Description': 'Subholding of: Schwab Roth IRA'}"
Ed,Case,Ed Case,Hon.,20019152,"{'Member': 'Case', 'Prefix': 'Hon.', 'FirstName': 'Ed', 'LastName': 'Case', 'DocID': '20019152', 'Owner': 'JT', 'Asset': 'Fidelity Balanced', 'Ticker': 'FBAlX', 'Transaction Type': 'P', 'Transaction Date': '07/06/2021', 'Notification Date': '07/06/2021', 'Amount': '$50,001 - gfedc', 'Filing Status': 'New', 'Description': 'Purchase'}"
David,Cawthorn,David Cawthorn,Hon.,20019640,"{'Member': 'Cawthorn', 'Prefix': 'Hon.', 'FirstName': 'David Madison', 'LastName': 'Cawthorn', 'DocID': '20019640', 'Owner': 'JT', 'Asset': 'Amazon.com, Inc', 'Ticker': 'AMZN', 'Transaction Type': 'S', 'Transaction Date': '09/24/2021', 'Notification Date': '09/28/2021', 'Amount': '$1,001 - $15,000 gfedcb', 'Filing Status': 'New', 'Description': ''}"
Daniel,Crenshaw,Daniel Crenshaw,Hon.,20019942,"{'Member': 'Crenshaw', 'Prefix': 'Hon.', 'FirstName': 'Daniel', 'LastName': 'Crenshaw', 'DocID': '20019942', 'Owner': 'JT', 'Asset': 'SPDR & 500', 'Ticker': 'SPY', 'Transaction Type': 'P', 'Transaction Date': '12/02/2021', 'Notification Date': '12/02/2021', 'Amount': '$1 - $1,000', 'Filing Status': 'New', 'Description': ''}"
Warren,Davidson,Warren Davidson,Hon.,20017743,"{'Member': 'Davidson', 'Prefix': 'Hon.', 'FirstName': 'Warren', 'LastName': 'Davidson', 'DocID': '20017743', 'Owner': 'JT', 'Asset': 'Cleveland-Cliffs Inc', 'Ticker': 'ClF', 'Transaction Type': 'S', 'Transaction Date': '09/21/2020', 'Notification Date': '09/21/2020', 'Amount': '$15,001 - gfedcb', 'Filing Status': 'New', 'Description': ''}"
Mario,Diaz-Balart,Mario Diaz-Balart,Hon.,20018764,"{'Member': 'Diaz-Balart', 'Prefix': 'Hon.', 'FirstName': 'Mario', 'LastName': 'Diaz-Balart', 'DocID': '20018764', 'Owner': 'SP', 'Asset': 'MDLIVE,INC', 'Ticker': 'PS', 'Transaction Type': 'S', 'Transaction Date': '04/22/2021', 'Notification Date': '04/24/2021', 'Amount': '$50,001 - gfedc', 'Filing Status': 'New', 'Description': 'Provider of on demand digital healthcare services'}"
Patrick,Fallon,Patrick Fallon,Hon.,20020096,"{'Member': 'Fallon', 'Prefix': 'Hon.', 'FirstName': 'Patrick', 'LastName': 'Fallon', 'DocID': '20020096', 'Owner': 'JT', 'Asset': 'Owl Rock Capital Corporation', 'Ticker': 'ORCC', 'Transaction Type': 'P', 'Transaction Date': '11/30/2021', 'Notification Date': '12/23/2021', 'Amount': '$50,001 - gfedc', 'Filing Status': 'New', 'Description': ''}"
Andrew,Garbarino,Andrew Garbarino,Hon.,20019736,"{'Member': 'Garbarino', 'Prefix': 'Hon.', 'FirstName': 'Andrew', 'LastName': 'Garbarino', 'DocID': '20019736', 'Owner': 'JT', 'Asset': 'Gap, Inc', 'Ticker': 'GPS', 'Transaction Type': 'P', 'Transaction Date': '10/01/2021', 'Notification Date': '10/04/2021', 'Amount': '$1,001 - $15,000 gfedc', 'Filing Status': 'New', 'Description': 'Subholding of: Stock Account'}"
Michael,Garcia,Michael Garcia,Hon.,20019082,"{'Member': 'Garcia', 'Prefix': 'Hon.', 'FirstName': 'Michael', 'LastName': 'Garcia', 'DocID': '20019082', 'Owner': 'JT', 'Asset': 'iPath Series B & 500 VIX Short-', 'Ticker': '', 'Transaction Type': 'P', 'Transaction Date': '07/12/2021', 'Notification Date': '07/12/2021', 'Amount': '$1 - $1,000', 'Filing Status': 'New', 'Description': ''}"
Anthony,Gonzalez,Anthony Gonzalez,Hon.,20018548,"{'Member': 'Gonzalez', 'Prefix': 'Hon.', 'FirstName': 'Anthony E.', 'LastName': 'Gonzalez', 'DocID': '20018548', 'Owner': 'JT', 'Asset': 'GoodRx Holdings, Inc. - Class A', 'Ticker': 'GDRX', 'Transaction Type': 'P', 'Transaction Date': '03/25/2021', 'Notification Date': '04/07/2021', 'Amount': '$100,001 - gfedc', 'Filing Status': 'New', 'Description': 'Subholding of: Fidelity IRA'}"
Raúl,Grijalva,Raúl Grijalva,Hon.,20020062,"{'Member': 'Grijalva', 'Prefix': 'Hon.', 'FirstName': 'Raúl M.', 'LastName': 'Grijalva', 'DocID': '20020062', 'Owner': 'SP', 'Asset': 'Cboe Global Markets, Inc', 'Ticker': 'CBOE', 'Transaction Type': 'S', 'Transaction Date': '12/17/2021', 'Notification Date': '12/20/2021', 'Amount': '$1,001 - $15,000 gfedc', 'Filing Status': 'New', 'Description': ''}"
Brian,Higgins,Brian Higgins,Hon.,20019289,"{'Member': 'Higgins', 'Prefix': 'Hon.', 'FirstName': 'Brian', 'LastName': 'Higgins', 'DocID': '20019289', 'Owner': 'JT', 'Asset': 'Sphere 3D Corp. - Common', 'Ticker': '', 'Transaction Type': 'S', 'Transaction Date': '09/04/2020', 'Notification Date': '08/11/2021', 'Amount': '$1 - $1,000', 'Filing Status': 'New', 'Description': ''}"
Hinson,Arenholz,Hinson Arenholz,Ashley,20018521,"{'Member': 'Hinson Arenholz', 'Prefix': '', 'FirstName': 'Ashley', 'LastName': 'Hinson Arenholz', 'DocID': '20018521', 'Owner': 'SP', 'Asset': 'Alibaba group Holding Limited', 'Ticker': 'BABA', 'Transaction Type': 'S', 'Transaction Date': '03/31/2021', 'Notification Date': '03/31/2021', 'Amount': '$1,001 - $15,000 gfedcb', 'Filing Status': 'New', 'Description': ''}"
Christopher,Jacobs,Christopher Jacobs,Hon.,20018037,"{'Member': 'Jacobs', 'Prefix': 'Hon.', 'FirstName': 'Christopher L.', 'LastName': 'Jacobs', 'DocID': '20018037', 'Owner': 'JT', 'Asset': 'Assembly biosciences, Inc', 'Ticker': 'ASMb', 'Transaction Type': 'P', 'Transaction Date': '12/28/2020', 'Notification Date': '01/12/2021', 'Amount': '$1,001 - $15,000 gfedc', 'Filing Status': 'New', 'Description': 'Subholding of: CL TRUST > LDJ FAM INV LLC > Parametric'}"
Sara,Jacobs,Sara Jacobs,Hon.,20019344,"{'Member': 'Jacobs', 'Prefix': 'Hon.', 'FirstName': 'Sara', 'LastName': 'Jacobs', 'DocID': '20019344', 'Owner': 'JT', 'Asset': 'Apple Inc', 'Ticker': 'AAPL', 'Transaction Type': 'S', 'Transaction Date': '07/06/2021', 'Notification Date': '08/16/2021', 'Amount': '$100,001 - gfedcb', 'Filing Status': 'New', 'Description': 'Subholding of: Sara Jacobs Trust U/A DTD 09/01/2009 > Merrill Lynch - SJ Trillium'}"
Elaine,Luria,Elaine Luria,Hon.,20018569,"{'Member': 'Luria', 'Prefix': 'Hon.', 'FirstName': 'Elaine', 'LastName': 'Luria', 'DocID': '20018569', 'Owner': 'JT', 'Asset': 'Alibaba group Holding Limited', 'Ticker': 'BABA', 'Transaction Type': 'S', 'Transaction Date': '03/31/2021', 'Notification Date': '03/31/2021', 'Amount': '$250,001 - gfedcb', 'Filing Status': 'New', 'Description': ''}"
Tom,Malinowski,Tom Malinowski,Hon.,20019374,"{'Member': 'Malinowski', 'Prefix': 'Hon.', 'FirstName': 'Tom', 'LastName': 'Malinowski', 'DocID': '20019374', 'Owner': 'JT', 'Asset': '2000076274 CNFinance Holdings limited', 'Ticker': 'CNF', 'Transaction Type': 'P', 'Transaction Date': '12/30/2020', 'Notification Date': '01/01/2021', 'Amount': '$1 - $1,000', 'Filing Status': 'New', 'Description': ''}"
Brian,Mast,Brian Mast,Hon.,20018108,"{'Member': 'Mast', 'Prefix': 'Hon.', 'FirstName': 'Brian', 'LastName': 'Mast', 'DocID': '20018108', 'Owner': 'JT', 'Asset': 'Ideal Power Inc', 'Ticker': 'IPWR', 'Transaction Type': 'P', 'Transaction Date': '12/24/2020', 'Notification Date': '12/24/2020', 'Amount': '$15,001 - gfedc', 'Filing Status': 'New', 'Description': ''}"
Aston,McEachin,Aston McEachin,Hon.,20020048,"{'Member': 'McEachin', 'Prefix': 'Hon.', 'FirstName': 'Aston Donald', 'LastName': 'McEachin', 'DocID': '20020048', 'Owner': 'JT', 'Asset': 'Rivian Automotive, Inc. - Class A', 'Ticker': 'RIVN', 'Transaction Type': 'P', 'Transaction Date': '12/17/2021', 'Notification Date': '12/17/2021', 'Amount': '$1,001 - $15,000 gfedc', 'Filing Status': 'New', 'Description': ''}"
Patrick,McHenry,Patrick McHenry,Hon.,20018005,"{'Member': 'McHenry', 'Prefix': 'Hon.', 'FirstName': 'Patrick T.', 'LastName': 'McHenry', 'DocID': '20018005', 'Owner': 'JT', 'Asset': 'Dominion Energy, Inc', 'Ticker': 'D', 'Transaction Type': 'S', 'Transaction Date': '11/19/2020', 'Notification Date': '11/19/2020', 'Amount': '$15,001 - gfedcb', 'Filing Status': 'New', 'Description': 'Sale of shares in Dominion Energy, Inc.'}"
Peter,Meijer,Peter Meijer,Mr.,20018311,"{'Member': 'Meijer', 'Prefix': 'Mr.', 'FirstName': 'Peter', 'LastName': 'Meijer', 'DocID': '20018311', 'Owner': 'JT', 'Asset': 'adidas AG Sponsored AdR', 'Ticker': 'AddYY', 'Transaction Type': 'S', 'Transaction Date': '02/17/2021', 'Notification Date': '02/19/2021', 'Amount': '$15,001 - gfedcb', 'Filing Status': 'New', 'Description': 'Subholding of: MEIJER GST EXEMPT 97 FBO PETER'}"
Daniel,Meuser,Daniel Meuser,Hon.,20019267,"{'Member': 'Meuser', 'Prefix': 'Hon.', 'FirstName': 'Daniel', 'LastName': 'Meuser', 'DocID': '20019267', 'Owner': 'DC', 'Asset': 'BP p.l.c', 'Ticker': 'BP', 'Transaction Type': 'S', 'Transaction Date': '04/02/2020', 'Notification Date': '04/02/2020', 'Amount': '$1,001 - $15,000 gfedc', 'Filing Status': 'New', 'Description': 'Subholding of: Schwab DM Brokerage Account'}"
Blake,Moore,Blake Moore,Hon.,20019923,"{'Member': 'Moore', 'Prefix': 'Hon.', 'FirstName': 'Blake', 'LastName': 'Moore', 'DocID': '20019923', 'Owner': 'JT', 'Asset': 'Alibaba Group Holding Limited', 'Ticker': 'BABA', 'Transaction Type': 'P', 'Transaction Date': '11/19/2021', 'Notification Date': '11/22/2021', 'Amount': '$1,001 - $15,000 gfedc', 'Filing Status': 'New', 'Description': 'PUT BABA Nov 19 21 155.0 P Not part of a compensation package or held as an ESOP'}"
Seth,Moulton,Seth Moulton,Hon.,20018427,"{'Member': 'Moulton', 'Prefix': 'Hon.', 'FirstName': 'Seth', 'LastName': 'Moulton', 'DocID': '20018427', 'Owner': 'JT', 'Asset': 'Oura Health OY Series C Preferred', 'Ticker': '', 'Transaction Type': 'P', 'Transaction Date': '03/08/2021', 'Notification Date': '03/08/2021', 'Amount': '$100,001 - gfedc', 'Filing Status': 'New', 'Description': 'Purchased 2,007 shares'}"
Greg,Murphy,Greg Murphy,Hon.,20016924,"{'Member': 'Murphy', 'Prefix': 'Hon.', 'FirstName': 'Greg Francis', 'LastName': 'Murphy', 'DocID': '20016924', 'Owner': 'JT', 'Asset': 'Nymox Pharmaceutical', 'Ticker': '', 'Transaction Type': 'S', 'Transaction Date': '01/22/2021', 'Notification Date': '01/28/2021', 'Amount': '$50,001 - gfedc', 'Filing Status': 'New', 'Description': 'Subholding of: Vanguard Funds'}"
Marie,Newman,Marie Newman,Hon.,20019971,"{'Member': 'Newman', 'Prefix': 'Hon.', 'FirstName': 'Marie', 'LastName': 'Newman', 'DocID': '20019971', 'Owner': 'SP', 'Asset': 'Apple Inc', 'Ticker': 'AAPL', 'Transaction Type': 'S', 'Transaction Date': '11/26/2021', 'Notification Date': '12/04/2021', 'Amount': '$15,001 - gfedcb', 'Filing Status': 'New', 'Description': 'Subholding of: Rollover IRA'}"
Frank,Pallone,Frank Pallone,Hon.,20019319,"{'Member': 'Pallone', 'Prefix': 'Hon.', 'FirstName': 'Frank', 'LastName': 'Pallone', 'DocID': '20019319', 'Owner': 'SP', 'Asset': 'Chevron Corporation', 'Ticker': 'CVX', 'Transaction Type': 'S', 'Transaction Date': '08/11/2021', 'Notification Date': '08/12/2021', 'Amount': '$1,001 - $15,000 gfedcb', 'Filing Status': 'New', 'Description': 'Subholding of: WELLS FARGO ADVISORS: GST TRUST 1'}"
Dean,Phillips,Dean Phillips,Hon.,20017991,"{'Member': 'Phillips', 'Prefix': 'Hon.', 'FirstName': 'Dean', 'LastName': 'Phillips', 'DocID': '20017991', 'Owner': 'JT', 'Asset': 'Fifth Third bancorp', 'Ticker': 'FITB', 'Transaction Type': 'S', 'Transaction Date': '12/24/2020', 'Notification Date': '01/07/2021', 'Amount': '$1,001 - $15,000 gfedc', 'Filing Status': 'New', 'Description': 'Corporate bond'}"
Deborah,Ross,Deborah Ross,Hon.,20018659,"{'Member': 'Ross', 'Prefix': 'Hon.', 'FirstName': 'Deborah K.', 'LastName': 'Ross', 'DocID': '20018659', 'Owner': 'SP', 'Asset': 'Advanced Micro Devices, Inc', 'Ticker': 'AMD', 'Transaction Type': 'P', 'Transaction Date': '04/27/2021', 'Notification Date': '04/27/2021', 'Amount': '$15,001 - gfedc', 'Filing Status': 'New', 'Description': 'Subholding of: Fidelity IRA 1'}"
K.,Ross,K. Ross,Deborah,20018072,"{'Member': 'Ross', 'Prefix': '', 'FirstName': 'Deborah K.', 'LastName': 'Ross', 'DocID': '20018072', 'Owner': 'SP', 'Asset': 'Materials Select Sector SPDR', 'Ticker': 'Xlb', 'Transaction Type': 'P', 'Transaction Date': '01/04/2021', 'Notification Date': '01/04/2021', 'Amount': '$15,001 - gfedc', 'Filing Status': 'New', 'Description': 'Subholding of: Fidelity IRA 2'}"
John,Rutherford,John Rutherford,Hon.,20018123,"{'Member': 'Rutherford', 'Prefix': 'Hon.', 'FirstName': 'John', 'LastName': 'Rutherford', 'DocID': '20018123', 'Owner': 'JT', 'Asset': 'Compagnie de Saint gobain', 'Ticker': '', 'Transaction Type': 'P', 'Transaction Date': '12/22/2020', 'Notification Date': '12/22/2020', 'Amount': '$1,001 - $15,000 gfedc', 'Filing Status': 'New', 'Description': ""Subholding of: National Financial Services/Fidelity - Premiere Select IRA Int'l""}"
Adam,Schiff,Adam Schiff,Hon.,20020070,"{'Member': 'Schiff', 'Prefix': 'Hon.', 'FirstName': 'Adam B.', 'LastName': 'Schiff', 'DocID': '20020070', 'Owner': 'JT', 'Asset': 'AbbVie Inc', 'Ticker': 'ABBV', 'Transaction Type': 'S', 'Transaction Date': '12/13/2021', 'Notification Date': '12/15/2021', 'Amount': '$15,001 - gfedcb', 'Filing Status': 'New', 'Description': ''}"
Kim,Schrier,Kim Schrier,Hon.,20019965,"{'Member': 'Schrier', 'Prefix': 'Hon.', 'FirstName': 'Kim Dr', 'LastName': 'Schrier', 'DocID': '20019965', 'Owner': 'JT', 'Asset': 'Apple Inc', 'Ticker': 'AAPL', 'Transaction Type': 'S', 'Transaction Date': '11/15/2021', 'Notification Date': '11/16/2021', 'Amount': '$250,001 - gfedcb', 'Filing Status': 'New', 'Description': 'Subholding of: Gowing Family Trust Secondary Account'}"
Austin,Scott,Austin Scott,Hon.,20019915,"{'Member': 'Scott', 'Prefix': 'Hon.', 'FirstName': 'Austin', 'LastName': 'Scott', 'DocID': '20019915', 'Owner': 'JT', 'Asset': 'Katapult Holdings, Inc. - Warrant', 'Ticker': 'KPlTW', 'Transaction Type': 'P', 'Transaction Date': '11/30/2021', 'Notification Date': '11/30/2021', 'Amount': '$1,001 - $15,000 gfedc', 'Filing Status': 'New', 'Description': ''}"
Mikie,Sherrill,Mikie Sherrill,Hon.,20019350,"{'Member': 'Sherrill', 'Prefix': 'Hon.', 'FirstName': 'Mikie', 'LastName': 'Sherrill', 'DocID': '20019350', 'Owner': 'SP', 'Asset': 'UBS group Ag Registered', 'Ticker': '', 'Transaction Type': 'S', 'Transaction Date': '06/01/2020', 'Notification Date': '07/10/2020', 'Amount': '$50,001 - gfedc', 'Filing Status': 'New', 'Description': 'Subholding of: UBS 401K'}"
Abigail,Spanberger,Abigail Spanberger,Hon.,20018843,"{'Member': 'Spanberger', 'Prefix': 'Hon.', 'FirstName': 'Abigail', 'LastName': 'Spanberger', 'DocID': '20018843', 'Owner': 'SP', 'Asset': 'L3Harris Special Stock grant', 'Ticker': 'SA', 'Transaction Type': 'P', 'Transaction Date': '06/01/2021', 'Notification Date': '06/03/2021', 'Amount': '$1 - $1,000', 'Filing Status': 'New', 'Description': 'Spouse was granted a Restricted Unit Award of L3Harris Technologies, Inc common stock as part of his'}"
Lori,Trahan,Lori Trahan,Hon.,20019067,"{'Member': 'Trahan', 'Prefix': 'Hon.', 'FirstName': 'Lori', 'LastName': 'Trahan', 'DocID': '20019067', 'Owner': 'JT', 'Asset': 'Stella Connect', 'Ticker': 'OL', 'Transaction Type': 'S', 'Transaction Date': '09/10/2020', 'Notification Date': '07/09/2021', 'Amount': '$1,001 - $15,000 gfedc', 'Filing Status': 'New', 'Description': 'Software platform company'}"
Peter,Welch,Peter Welch,Hon.,20019973,"{'Member': 'Welch', 'Prefix': 'Hon.', 'FirstName': 'Peter', 'LastName': 'Welch', 'DocID': '20019973', 'Owner': 'JT', 'Asset': 'general Electric Company', 'Ticker': 'GE', 'Transaction Type': 'S', 'Transaction Date': '11/26/2021', 'Notification Date': '11/30/2021', 'Amount': '$1,001 - $15,000 gfedcb', 'Filing Status': 'New', 'Description': 'Subholding of: Welch Account'}"
Justin,Amash,Justin Amash,Hon.,20011679,"{'Member': 'Amash', 'Prefix': 'Hon.', 'FirstName': 'Justin', 'LastName': 'Amash', 'DocID': '20011679', 'Owner': 'DC', 'Asset': 'Nintendo Co Ltd ADR', 'Ticker': 'NTDoY', 'Transaction Type': 'P', 'Transaction Date': '05/01/2019', 'Notification Date': '05/01/2019', 'Amount': '$1,001 - $15,000 gfedc', 'Filing Status': 'New', 'Description': 'Subholding of: Charles Schwab Investment Account - DC3'}"
TJ,Cox,TJ Cox,Mr.,20012643,"{'Member': 'Cox', 'Prefix': 'Mr.', 'FirstName': 'TJ John (Tj)', 'LastName': 'Cox', 'DocID': '20012643', 'Owner': 'JT', 'Asset': 'Central Valley NMTC Fund, LLC', 'Ticker': '', 'Transaction Type': 'S', 'Transaction Date': '10/28/2019', 'Notification Date': '10/28/2019', 'Amount': '$500,001 - gfedc', 'Filing Status': 'New', 'Description': 'Community Development Investments'}"
Theodore,Deutch,Theodore Deutch,Hon.,20012043,"{'Member': 'Deutch', 'Prefix': 'Hon.', 'FirstName': 'Theodore E.', 'LastName': 'Deutch', 'DocID': '20012043', 'Owner': 'JT', 'Asset': 'Morgan stanley Note Due 1/29/18', 'Ticker': 'MS', 'Transaction Type': 'S', 'Transaction Date': '12/21/2018', 'Notification Date': '12/21/2018', 'Amount': '$1 - $1,000', 'Filing Status': 'New', 'Description': 'Due 3/7/19'}"
Elizabeth,Fletcher,Elizabeth Fletcher,Hon.,20012053,"{'Member': 'Fletcher', 'Prefix': 'Hon.', 'FirstName': 'Elizabeth', 'LastName': 'Fletcher', 'DocID': '20012053', 'Owner': 'SP', 'Asset': '3M Company', 'Ticker': 'MMM', 'Transaction Type': 'S', 'Transaction Date': '07/09/2019', 'Notification Date': '07/12/2019', 'Amount': '$1 - $1,000', 'Filing Status': 'New', 'Description': 'Subholding of: Spouse Brokerage account'}"
Jeff,Fortenberry,Jeff Fortenberry,Hon.,20012569,"{'Member': 'Fortenberry', 'Prefix': 'Hon.', 'FirstName': 'Jeff', 'LastName': 'Fortenberry', 'DocID': '20012569', 'Owner': 'SP', 'Asset': 'Practice Management of america', 'Ticker': '', 'Transaction Type': 'P', 'Transaction Date': '09/24/2019', 'Notification Date': '09/30/2019', 'Amount': '$15,001 - gfedc', 'Filing Status': 'New', 'Description': 'Purchase of stock through a private placement memorandum'}"
Brenda,Lawrence,Brenda Lawrence,Hon.,20007477,"{'Member': 'Lawrence', 'Prefix': 'Hon.', 'FirstName': 'Brenda Lulenar', 'LastName': 'Lawrence', 'DocID': '20007477', 'Owner': 'SP', 'Asset': 'general Motors Company', 'Ticker': 'GM', 'Transaction Type': 'S', 'Transaction Date': '12/27/2016', 'Notification Date': '12/27/2016', 'Amount': '$1,001 - $15,000 gfedc', 'Filing Status': 'New', 'Description': 'Subholding of: Fidelity Investment Account 2'}"
Joseph,Morelle,Joseph Morelle,Hon.,20012286,"{'Member': 'Morelle', 'Prefix': 'Hon.', 'FirstName': 'Joseph D.', 'LastName': 'Morelle', 'DocID': '20012286', 'Owner': 'JT', 'Asset': 'amazon.com, Inc', 'Ticker': 'AMZN', 'Transaction Type': 'P', 'Transaction Date': '09/05/2019', 'Notification Date': '09/06/2019', 'Amount': '$1,001 - $15,000 gfedc', 'Filing Status': 'New', 'Description': ''}"
